"Resultado;Nombrede la medida;Fecha;Hora;Límite a medida;Instrumento;Adaptador;Firmware ;Operador del equipo;Compañía;Contratista;Tipo;Estándar;Ra";"ngo de frequencia;Notas";"de usuario;Largo del cabl";"e;Medidor";de potenc;ia;";Longitúd de on";"da;Diámetro del centro;Potencia de referencia;Potencia recibida;Potencia recibida;Pérdida;DH/RH;Atenuación;Longitúd de onda;Diámetro del centro;Pérdida;Umbral de pérdida;Margen;Longitúd;Longitúd;Límite;Margen;Medida;DH/RH;Pares;Resultado;Freq en Peor Caso;Valor del peor escenario;Límite del peor escenario;Margen del peor escenario;Peor valor absoluto;Peor Frequencia en total;Peor límite en total;Peor margen en total;RESISTENCIA;Límite;7_8;3_6;5_4;1_2;LONGITUD;Límite;7_8;3_6;5_4;1_2;IMPEDANCIA;Límite;7_8;3_6;5_4;1_2;RETARDO DE PROPAGACIÓN;Límite;7_8;3_6;5_4;1_2;DIFERENCIAL DE RETARDO;Límite;7_8;3_6;5_4;1_2;CAPACITANCIA;Límite;7_8;3_6;5_4;1_2;NVP_7_8;NVP_3_6;NVP_5_4;NVP_1_2;ENCABEZAMIENTO;Pin 1;Pin 2;Pin 3;Pin 4;Pin 5;Pin 6;Pin 7;Pin 8;Aislación"
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""5,4"";Pasa;""37,0"";""26,9"";""16,2"";""10,7"";""20,7"";""241,0"";""8,2"";""12,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""1,2"";Pasa;""59,0"";""19,5"";""14,3"";""5,2"";""17,4"";""175,0"";""9,6"";""7,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""7,8"";Pasa;""18,0"";""23,4"";""17,7"";""5,7"";""20,8"";""152,0"";""10,2"";""10,6""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""3,6"";Pasa;""162,0"";""19,2"";""9,9"";""9,3"";""19,2"";""162,0"";""9,9"";""9,3""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""5,4"";Pasa;""17,1"";""28,2"";""17,8"";""10,4"";""22,9"";""181,0"";""9,4"";""13,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""1,2"";Pasa;""44,0"";""21,6"";""15,6"";""6,0"";""17,6"";""231,0"";""8,4"";""9,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""7,8"";Pasa;""2,4"";""1,3"";""3,1"";""1,8"";""13,3"";""250,0"";""35,9"";""22,6""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""3,6"";Pasa;""2,4"";""1,3"";""3,1"";""1,8"";""13,8"";""250,0"";""35,9"";""22,1""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""5,4"";Pasa;""2,4"";""1,4"";""3,1"";""1,7"";""13,7"";""249,5"";""35,9"";""22,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""1,2"";Pasa;""2,4"";""1,3"";""3,1"";""1,8"";""13,0"";""250,0"";""35,9"";""22,9""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-3,6"";Pasa;""2,8"";""71,7"";""61,6"";""10,1"";""35,1"";""243,0"";""-2,0"";""37,1""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-5,4"";Pasa;""6,9"";""62,2"";""54,1"";""8,1"";""32,0"";""239,0"";""-1,5"";""33,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-1,2"";Pasa;""3,1"";""73,7"";""61,2"";""12,5"";""30,5"";""240,0"";""-1,7"";""32,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""3,6-5,4"";Pasa;""5,1"";""69,4"";""56,9"";""12,5"";""33,0"";""220,0"";""0,8"";""32,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""3,6-1,2"";Pasa;""3,7"";""73,4"";""59,7"";""13,7"";""28,1"";""250,0"";""-2,8"";""30,9""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""5,4-1,2"";Pasa;""4,2"";""67,1"";""58,7"";""8,4"";""36,4"";""239,0"";""-1,5"";""37,9""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-3,6"";Pasa;""4,2"";""67,4"";""58,7"";""8,7"";""32,3"";""245,0"";""-2,2"";""34,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-5,4"";Pasa;""4,5"";""64,6"";""58,1"";""6,5"";""34,4"";""245,0"";""-2,2"";""36,6""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-1,2"";Pasa;""3,9"";""74,3"";""59,4"";""14,9"";""35,1"";""240,0"";""-1,7"";""36,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""3,6-5,4"";Pasa;""3,7"";""73,6"";""59,7"";""13,9"";""29,9"";""247,0"";""-2,5"";""32,4""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""3,6-1,2"";Pasa;""2,8"";""75,8"";""61,6"";""14,2"";""33,0"";""232,0"";""-0,7"";""33,7""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""5,4-1,2"";Pasa;""4,2"";""68,5"";""58,7"";""9,8"";""36,7"";""250,0"";""-2,8"";""39,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""7,8-3,6"";Pasa;""1,0"";""78,0"";""63,3"";""14,7"";""36,0"";""249,5"";""15,3"";""20,7""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""7,8-5,4"";Pasa;""1,0"";""79,9"";""63,3"";""16,6"";""34,5"";""224,0"";""16,3"";""18,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""7,8-1,2"";Pasa;""1,0"";""79,9"";""63,3"";""16,6"";""40,6"";""174,0"";""18,4"";""22,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""3,6-7,8"";Pasa;""1,0"";""76,8"";""63,3"";""13,5"";""32,4"";""183,0"";""18,0"";""14,4""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""3,6-5,4"";Pasa;""1,0"";""76,2"";""63,3"";""12,9"";""32,4"";""214,5"";""16,6"";""15,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""3,6-1,2"";Pasa;""1,0"";""77,9"";""63,3"";""14,6"";""35,1"";""226,0"";""16,2"";""18,9""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""5,4-7,8"";Pasa;""1,0"";""76,7"";""63,3"";""13,4"";""34,3"";""217,0"";""16,5"";""17,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""5,4-3,6"";Pasa;""1,0"";""75,6"";""63,3"";""12,3"";""29,4"";""250,0"";""15,3"";""14,1""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""5,4-1,2"";Pasa;""1,0"";""80,7"";""63,3"";""17,4"";""38,1"";""250,0"";""15,3"";""22,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""1,2-7,8"";Pasa;""1,0"";""75,6"";""63,3"";""12,3"";""38,0"";""195,0"";""17,5"";""20,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""1,2-3,6"";Pasa;""1,3"";""75,6"";""61,0"";""14,6"";""30,7"";""250,0"";""15,3"";""15,4""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""1,2-5,4"";Pasa;""1,0"";""77,9"";""63,3"";""14,6"";""37,5"";""250,0"";""15,3"";""22,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""7,8-3,6"";Pasa;""1,0"";""76,8"";""63,3"";""13,5"";""32,4"";""183,0"";""18,0"";""14,4""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""7,8-5,4"";Pasa;""1,0"";""76,7"";""63,3"";""13,4"";""34,3"";""217,0"";""16,5"";""17,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""7,8-1,2"";Pasa;""1,0"";""75,6"";""63,3"";""12,3"";""38,0"";""195,0"";""17,5"";""20,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-7,8"";Pasa;""1,0"";""78,0"";""63,3"";""14,7"";""36,0"";""249,5"";""15,3"";""20,7""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-5,4"";Pasa;""1,0"";""75,6"";""63,3"";""12,3"";""29,4"";""250,0"";""15,3"";""14,1""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-1,2"";Pasa;""1,3"";""75,6"";""61,0"";""14,6"";""30,7"";""250,0"";""15,3"";""15,4""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-7,8"";Pasa;""1,0"";""79,9"";""63,3"";""16,6"";""34,5"";""224,0"";""16,3"";""18,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-3,6"";Pasa;""1,0"";""76,2"";""63,3"";""12,9"";""32,4"";""214,5"";""16,6"";""15,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-1,2"";Pasa;""1,0"";""77,9"";""63,3"";""14,6"";""37,5"";""250,0"";""15,3"";""22,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-7,8"";Pasa;""1,0"";""79,9"";""63,3"";""16,6"";""40,6"";""174,0"";""18,4"";""22,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-3,6"";Pasa;""1,0"";""77,9"";""63,3"";""14,6"";""35,1"";""226,0"";""16,2"";""18,9""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-5,4"";Pasa;""1,0"";""80,7"";""63,3"";""17,4"";""38,1"";""250,0"";""15,3"";""22,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""7,8"";Pasa;""7,0"";""62,1"";""56,6"";""5,5"";""41,5"";""240,0"";""30,5"";""11,0""";;;;;;;
